Timestamp;G19 KWh-Dif;G26 kWh-Diff;MISFAT 3 D18 KWh-Diff;MISFAT 3 D02.01 M43 KWh-Dif;MISFAT 3 Eclairage 3-2 KWh-Dif;MISFAT 3 G10 KWh-Diff;MISFAT 3 G33  kWh-Diff;MISFAT 3 G39 KWh-Diff;MISFAT 3 H39 KWh-Diff;MISFAT 3 H46 KWh-Diff;MISFAT 3 H53 KWh-Dif;MISFAT 3 N11 KWh-Dif; 
2025-04-08 13:00:00 CEST;"91;40625";"97;875";"28;375";"24;203125";0,0kWh;"9;787109375";"51;609375";"40;875";0,0kWh;"10;6015625";"11;8486328125";"7;15625";
2025-04-08 14:00:00 CEST;"28;53125";"97;25";"30;5";"15;75";0,0kWh;"8;814453125";0,0kWh;"40;96875";0,0kWh;"10;78515625";"12;6767578125";"0;09375";
2025-04-08 15:00:00 CEST;"28;84375";"97;375";"35;4375";"16;5234375";0,0kWh;"8;673828125";0,0kWh;"40;78125";0,0kWh;"11;5859375";"12;669921875";0,0kWh;
2025-04-08 16:00:00 CEST;"29;15625";"96;75";"28;0625";"17;390625";0,0kWh;"8;6357421875";0,0kWh;"40;84375";0,0kWh;"11;06640625";"12;275390625";0,0kWh;
2025-04-08 17:00:00 CEST;"29;3125";"95;125";28,0kWh;"1;3203125";0,0kWh;"8;7060546875";0,0kWh;"38;59375";0,0kWh;"12;07421875";"9;7001953125";0,0kWh;
2025-04-08 18:00:00 CEST;"29;21875";"97;375";"28;1875";"1;3359375";0,0kWh;"8;689453125";0,0kWh;"41;6875";0,0kWh;"12;2265625";"10;3779296875";0,0kWh;
2025-04-08 19:00:00 CEST;"28;84375";"92;5";"28;3125";"1;3203125";0,0kWh;"8;9599609375";0,0kWh;"33;4375";0,0kWh;"11;765625";"9;9287109375";0,0kWh;
2025-04-08 20:00:00 CEST;"26;5";"43;75";"28;4375";"1;3203125";0,0kWh;"6;7724609375";0,0kWh;"42;125";0,0kWh;"12;37890625";"11;3662109375";0,0kWh;
2025-04-08 21:00:00 CEST;"0;1875";54,0kWh;"29;3125";"1;328125";0,0kWh;0,0kWh;"35;625";"41;84375";0,0kWh;"12;59375";"13;4609375";0,0kWh;
2025-04-08 22:00:00 CEST;"0;1875";"28;375";"37;6875";"1;3203125";0,0kWh;"0;0009765625";"52;0078125";"40;03125";0,0kWh;"12;375";"13;767578125";0,0kWh;
2025-04-08 23:00:00 CEST;"0;15625";"11;25";"23;625";"0;90625";0,0kWh;0,0kWh;"18;3828125";"28;21875";0,0kWh;"8;6171875";"9;390625";0,0kWh;
2025-04-09 00:00:00 CEST;"0;21875";"15;125";"28;9375";"1;3671875";0,0kWh;0,0kWh;"2;7109375";"37;625";0,0kWh;"13;01171875";"13;625";0,0kWh;
2025-04-09 01:00:00 CEST;"0;21875";"16;75";"35;8125";"1;3671875";0,0kWh;0,0kWh;"34;265625";"41;6875";0,0kWh;"12;8671875";"14;109375";0,0kWh;
2025-04-09 02:00:00 CEST;"0;21875";16,0kWh;"31;3125";"1;375";0,0kWh;0,0kWh;"55;0390625";"35;09375";0,0kWh;"11;6875";"12;884765625";0,0kWh;
2025-04-09 03:00:00 CEST;"0;21875";"13;5";"43;5625";"1;3671875";0,0kWh;0,0kWh;"54;0625";"40;9375";0,0kWh;"12;5859375";"14;298828125";0,0kWh;
2025-04-09 04:00:00 CEST;"0;21875";"13;5";"29;0625";"1;3671875";0,0kWh;0,0kWh;"54;765625";"41;15625";0,0kWh;"12;55859375";"13;755859375";0,0kWh;
2025-04-09 05:00:00 CEST;"0;21875";"13;5";"29;375";"1;3828125";0,0kWh;"0;0009765625";"44;0703125";"38;125";0,0kWh;"13;30078125";"13;2861328125";0,0kWh;
2025-04-09 06:00:00 CEST;"49;5";"20;375";0,0kWh;"1;375";0,0kWh;0,0kWh;4,0kWh;"7;03125";0,0kWh;"9;8515625";"11;7255859375";0,0kWh;
2025-04-09 07:00:00 CEST;"100;96875";"48;5";"32;625";"28;8515625";0,0kWh;"10;5244140625";"41;90625";"42;15625";0,0kWh;"12;08203125";"11;9404296875";"9;71875";
2025-04-09 08:00:00 CEST;"97;90625";"57;125";"33;625";"19;7734375";0,0kWh;"8;521484375";"55;1875";"42;28125";0,0kWh;"12;51171875";"12;5322265625";13,0kWh;
2025-04-09 09:00:00 CEST;"91;8125";"79;25";31,0kWh;"18;90625";0,0kWh;"8;7255859375";"55;3671875";"42;25";0,0kWh;"11;8671875";"13;6943359375";"12;9375";
2025-04-09 10:00:00 CEST;"88;21875";"98;625";"33;5";"17;0234375";0,0kWh;"8;7001953125";"21;7578125";"41;4375";0,0kWh;"11;484375";"12;7958984375";"9;875";
2025-04-09 11:00:00 CEST;"85;65625";"50;625";"31;875";"18;203125";0,0kWh;"8;6611328125";"54;46875";"41;9375";0,0kWh;"11;86328125";"14;18359375";"9;3125";
2025-04-09 12:00:00 CEST;"88;53125";"60;5";"33;75";"10;5078125";0,0kWh;"8;63671875";"23;421875";"42;65625";0,0kWh;"10;921875";"13;599609375";"0;21875";
2025-04-09 13:00:00 CEST;"86;96875";"42;75";"29;3125";"21;109375";0,0kWh;"8;30078125";"48;8359375";"42;90625";0,0kWh;"10;1015625";"12;24609375";"8;78125";
2025-04-09 14:00:00 CEST;"11;4375";"39;125";"29;3125";"16;453125";0,0kWh;"8;0634765625";"51;6796875";43,0kWh;0,0kWh;"10;12109375";"11;8681640625";0,0kWh;
2025-04-09 15:00:00 CEST;"0;1875";"15;75";"29;125";"17;03125";0,0kWh;"8;1513671875";"56;7890625";"42;8125";0,0kWh;"11;83984375";"12;1435546875";0,0kWh;
2025-04-09 16:00:00 CEST;"0;1875";"20;25";"32;8125";"11;203125";0,0kWh;"8;1669921875";"48;796875";"42;8125";0,0kWh;"10;97265625";"12;1181640625";0,0kWh;
2025-04-09 17:00:00 CEST;"0;1875";"78;625";"29;3125";"1;296875";0,0kWh;"8;3466796875";"24;03125";"42;5625";0,0kWh;"11;78515625";"9;5732421875";0,0kWh;
2025-04-09 18:00:00 CEST;"0;21875";"53;625";30,0kWh;"1;3046875";0,0kWh;"8;4208984375";"32;8125";"42;8125";0,0kWh;"11;52734375";"9;685546875";0,0kWh;
2025-04-09 19:00:00 CEST;"0;1875";"23;5";"30;4375";"1;3125";0,0kWh;"8;7041015625";"57;78125";"43;28125";0,0kWh;"11;63671875";"9;9736328125";0,0kWh;
2025-04-09 20:00:00 CEST;"0;21875";"44;375";"30;1875";"1;3125";0,0kWh;"5;70703125";"39;4296875";"43;0625";0,0kWh;"11;76953125";"12;9814453125";0,0kWh;
2025-04-09 21:00:00 CEST;"0;1875";"62;625";"29;1875";"1;3125";0,0kWh;0,0kWh;"57;234375";"42;90625";0,0kWh;"11;49609375";"13;66796875";0,0kWh;
2025-04-09 22:00:00 CEST;"0;1875";"23;5";"31;0625";"1;328125";0,0kWh;0,0kWh;"58;0625";"39;4375";0,0kWh;"11;95703125";"13;306640625";0,0kWh;
2025-04-09 23:00:00 CEST;"0;15625";"16;25";"14;8125";"0;953125";0,0kWh;0,0kWh;"35;65625";"30;15625";0,0kWh;"8;8515625";"9;130859375";0,0kWh;
2025-04-10 00:00:00 CEST;"0;1875";"13;75";"32;1875";"1;359375";0,0kWh;"0;0009765625";"57;5703125";"41;96875";0,0kWh;"12;00390625";"12;564453125";0,0kWh;
2025-04-10 01:00:00 CEST;"0;21875";"13;625";"30;75";"1;3671875";0,0kWh;"0;0009765625";"52;7578125";"41;6875";0,0kWh;"12;109375";"13;0712890625";0,0kWh;
2025-04-10 02:00:00 CEST;"0;1875";"14;875";"29;4375";"1;3828125";0,0kWh;0,0kWh;"16;1484375";"33;40625";0,0kWh;"11;9375";"12;47265625";0,0kWh;
2025-04-10 03:00:00 CEST;"0;1875";37,0kWh;"35;625";"1;3671875";0,0kWh;0,0kWh;"23;40625";"38;125";0,0kWh;"12;171875";"13;9462890625";0,0kWh;
2025-04-10 04:00:00 CEST;"0;1875";"34;75";"33;5";"1;359375";0,0kWh;0,0kWh;0,0kWh;"41;46875";0,0kWh;"12;2421875";"13;4423828125";0,0kWh;
2025-04-10 05:00:00 CEST;"0;1875";"35;125";"34;4375";"1;3671875";0,0kWh;"0;0009765625";0,0kWh;"38;84375";0,0kWh;"12;04296875";"13;0107421875";0,0kWh;
2025-04-10 06:00:00 CEST;"49;8125";52,0kWh;0,0kWh;"1;3515625";0,0kWh;"2;6083984375";"1;8125";"1;71875";0,0kWh;"7;484375";"9;3125";0,0kWh;
2025-04-10 07:00:00 CEST;"87;28125";"67;125";"42;1875";"28;3203125";0,0kWh;"10;3828125";"32;3046875";"1;5625";0,0kWh;"9;640625";"11;76171875";"11;9375";
2025-04-10 08:00:00 CEST;"88;625";"75;75";"31;1875";"24;4140625";0,0kWh;"8;755859375";"48;3203125";"2;75";0,0kWh;"10;91796875";"13;044921875";"13;1875";
2025-04-10 09:00:00 CEST;"86;8125";"98;125";"32;4375";"18;859375";0,0kWh;"8;755859375";"55;390625";"1;75";0,0kWh;"10;828125";"11;357421875";"12;28125";
2025-04-10 10:00:00 CEST;"86;59375";"89;25";"33;1875";"15;890625";0,0kWh;"8;662109375";"56;6953125";"1;71875";0,0kWh;"9;84765625";"9;974609375";"9;8125";
2025-04-10 11:00:00 CEST;"86;25";"96;5";"37;25";"16;9140625";0,0kWh;"8;537109375";"57;078125";"2;40625";0,0kWh;"10;40234375";"10;0830078125";"12;875";
2025-04-10 12:00:00 CEST;"81;46875";"95;375";"33;875";"14;7109375";0,0kWh;"8;78125";"47;234375";"3;3125";0,0kWh;"10;265625";"11;69921875";"10;25";
2025-04-10 13:00:00 CEST;"86;40625";"90;125";"34;5625";"18;21875";0,0kWh;"8;92578125";"56;4765625";"19;875";0,0kWh;"9;9921875";"10;72265625";"1;625";
2025-04-10 14:00:00 CEST;"20;5";"92;375";"28;3125";"21;0859375";0,0kWh;"8;6181640625";"47;1171875";"22;25";0,0kWh;"10;07421875";"12;0908203125";0,0kWh;
2025-04-10 15:00:00 CEST;"0;21875";"44;5";"33;1875";"14;03125";0,0kWh;"8;748046875";"57;1796875";"1;9375";0,0kWh;"10;72265625";"10;73046875";0,0kWh;
2025-04-10 16:00:00 CEST;"0;21875";"43;625";"31;6875";"18;921875";0,0kWh;"8;888671875";"56;671875";"1;5";0,0kWh;"10;125";"11;0126953125";0,0kWh;
2025-04-10 17:00:00 CEST;"0;1875";"88;75";"35;4375";"1;3046875";0,0kWh;"8;978515625";"52;3203125";"1;4375";0,0kWh;"11;234375";"9;0791015625";0,0kWh;
2025-04-10 18:00:00 CEST;"0;1875";"93;5";"33;8125";"1;296875";0,0kWh;"8;716796875";"55;28125";"1;53125";0,0kWh;"11;59765625";"9;001953125";0,0kWh;
2025-04-10 19:00:00 CEST;"0;21875";"94;5";"32;8125";"1;296875";0,0kWh;"8;6796875";"49;6328125";"1;5625";0,0kWh;"11;2578125";"8;9453125";0,0kWh;
2025-04-10 20:00:00 CEST;"0;21875";"88;125";"35;375";"1;3125";0,0kWh;"7;642578125";"57;359375";"1;59375";0,0kWh;"11;88671875";"11;16796875";0,0kWh;
2025-04-10 21:00:00 CEST;"0;21875";"75;75";"36;6875";"1;328125";0,0kWh;0,0kWh;"57;265625";"37;8125";0,0kWh;"12;17578125";"11;501953125";0,0kWh;
2025-04-10 22:00:00 CEST;"0;21875";"78;625";"35;875";"1;3359375";0,0kWh;0,0kWh;"21;7578125";"42;375";0,0kWh;"12;5859375";"11;791015625";0,0kWh;
2025-04-10 23:00:00 CEST;"0;15625";"56;875";"26;75";1,0kWh;0,0kWh;0,0kWh;"26;0546875";"29;5";0,0kWh;"9;3984375";"8;642578125";0,0kWh;
2025-04-11 00:00:00 CEST;"0;21875";"77;25";"37;5625";"1;328125";0,0kWh;0,0kWh;"50;0546875";"39;59375";0,0kWh;"12;2578125";"11;611328125";0,0kWh;
2025-04-11 01:00:00 CEST;"0;21875";77,0kWh;"36;5625";"1;3359375";0,0kWh;"0;0009765625";"51;515625";"39;09375";0,0kWh;"12;625";"11;357421875";0,0kWh;
2025-04-11 02:00:00 CEST;"0;21875";"76;625";"29;0625";"1;34375";0,0kWh;0,0kWh;"52;8046875";"41;28125";0,0kWh;"11;77734375";"10;724609375";0,0kWh;
2025-04-11 03:00:00 CEST;"0;21875";"71;375";"43;9375";"1;34375";0,0kWh;0,0kWh;"52;9921875";"40;40625";0,0kWh;"12;1328125";"11;8095703125";0,0kWh;
2025-04-11 04:00:00 CEST;"0;1875";76,0kWh;"35;875";"1;3203125";0,0kWh;0,0kWh;"52;6015625";"41;4375";0,0kWh;"11;86328125";"11;7421875";0,0kWh;
2025-04-11 05:00:00 CEST;"0;1875";70,0kWh;"34;875";"1;34375";0,0kWh;0,0kWh;"46;53125";"37;90625";0,0kWh;"13;3671875";"11;4375";0,0kWh;
2025-04-11 06:00:00 CEST;"50;53125";"55;75";0,0kWh;"1;34375";0,0kWh;0,0kWh;"25;0546875";"4;8125";0,0kWh;"10;55078125";"9;109375";0,0kWh;
2025-04-11 07:00:00 CEST;"101;5625";"99;625";"40;9375";"27;140625";0,0kWh;0,0kWh;"43;375";"42;40625";0,0kWh;"12;9765625";"9;50390625";"12;28125";
2025-04-11 08:00:00 CEST;"98;8125";"95;75";"40;625";"25;2890625";0,0kWh;"0;0009765625";"52;9921875";"42;15625";0,0kWh;"12;4140625";"13;244140625";"11;59375";
2025-04-11 09:00:00 CEST;"98;25";"97;25";"28;875";"23;1953125";0,0kWh;0,0kWh;"52;7421875";"41;40625";0,0kWh;"13;18359375";"12;2431640625";"12;84375";
2025-04-11 10:00:00 CEST;"97;34375";"92;375";"31;625";"18;7421875";0,0kWh;"6;3486328125";"52;6640625";"41;5";0,0kWh;"10;70703125";"11;4091796875";"9;6875";
2025-04-11 11:00:00 CEST;"96;96875";"95;25";"36;375";"21;6796875";0,0kWh;"9;5146484375";"52;296875";"39;53125";0,0kWh;"10;31640625";"11;5341796875";"7;34375";
2025-04-11 12:00:00 CEST;"98;03125";"98;625";"35;3125";"13;734375";0,0kWh;"8;650390625";"50;9375";"41;5";0,0kWh;"10;5859375";"8;986328125";"0;21875";
2025-04-11 13:00:00 CEST;"98;125";"93;5";"31;75";"3;7734375";0,0kWh;"8;5986328125";"48;59375";"41;53125";0,0kWh;"10;96875";"7;4267578125";"0;1875";
2025-04-11 14:00:00 CEST;"91;25";95,0kWh;"31;25";"3;625";0,0kWh;"8;5791015625";0,0kWh;"36;28125";0,0kWh;"10;140625";"10;8369140625";0,0kWh;
2025-04-11 15:00:00 CEST;"94;84375";100,0kWh;"30;3125";"3;3203125";0,0kWh;"8;59375";0,0kWh;"38;875";0,0kWh;"9;41015625";"11;0341796875";0,0kWh;
2025-04-11 16:00:00 CEST;"66;25";"73;875";"31;75";"1;265625";0,0kWh;"8;78515625";0,0kWh;"38;71875";0,0kWh;"9;47265625";"11;0244140625";0,0kWh;
2025-04-11 17:00:00 CEST;"46;125";"74;875";"28;5";"1;3046875";0,0kWh;"8;7919921875";0,0kWh;"40;71875";0,0kWh;"9;78515625";"8;7431640625";0,0kWh;
2025-04-11 18:00:00 CEST;"47;84375";"76;875";"29;3125";"1;3046875";0,0kWh;"8;6787109375";0,0kWh;"40;96875";0,0kWh;"10;98828125";"8;2998046875";0,0kWh;
2025-04-11 19:00:00 CEST;"48;125";"73;5";"28;6875";"1;296875";0,0kWh;"8;673828125";"0;0078125";"41;59375";0,0kWh;"10;484375";"8;7724609375";0,0kWh;
2025-04-11 20:00:00 CEST;"32;5";"95;375";"31;625";"1;3125";0,0kWh;"7;599609375";0,0kWh;"39;21875";0,0kWh;"10;79296875";"10;529296875";0,0kWh;
2025-04-11 21:00:00 CEST;"0;21875";"97;875";"28;375";"1;34375";0,0kWh;0,0kWh;0,0kWh;"1;71875";0,0kWh;"10;43359375";"10;9248046875";0,0kWh;
2025-04-11 22:00:00 CEST;"0;21875";"98;875";"29;75";"1;34375";0,0kWh;0,0kWh;0,0kWh;"1;4375";0,0kWh;"11;15234375";"11;28515625";0,0kWh;
2025-04-11 23:00:00 CEST;"0;15625";78,0kWh;"24;9375";"1;078125";0,0kWh;"0;0009765625";0,0kWh;"1;1875";0,0kWh;"8;6171875";"8;7099609375";0,0kWh;
2025-04-12 00:00:00 CEST;"0;21875";"97;625";"29;25";"1;3671875";0,0kWh;0,0kWh;0,0kWh;"1;5625";0,0kWh;"11;51953125";"12;3203125";0,0kWh;
2025-04-12 01:00:00 CEST;"0;21875";"96;75";"34;375";"1;359375";0,0kWh;0,0kWh;0,0kWh;"1;5625";0,0kWh;"11;0390625";"12;90625";0,0kWh;
2025-04-12 02:00:00 CEST;"0;21875";98,0kWh;"35;75";"1;359375";0,0kWh;0,0kWh;0,0kWh;"1;59375";0,0kWh;"11;41015625";"12;861328125";0,0kWh;
2025-04-12 03:00:00 CEST;"0;21875";"97;375";36,0kWh;"1;34375";0,0kWh;"0;0009765625";0,0kWh;"1;625";0,0kWh;"11;3046875";"12;634765625";0,0kWh;
2025-04-12 04:00:00 CEST;"0;1875";"97;25";"41;0625";"1;328125";0,0kWh;0,0kWh;0,0kWh;"1;59375";0,0kWh;"11;26171875";"12;384765625";0,0kWh;
2025-04-12 05:00:00 CEST;"0;1875";"88;75";"33;5625";"1;3515625";0,0kWh;0,0kWh;0,0kWh;"1;65625";0,0kWh;"11;515625";"11;92578125";0,0kWh;
2025-04-12 06:00:00 CEST;"17;15625";"62;25";0,0kWh;"1;3515625";0,0kWh;0,0kWh;"18;6015625";"1;6875";0,0kWh;"10;30078125";"9;66796875";0,0kWh;
2025-04-12 07:00:00 CEST;"53;21875";"101;25";"24;5";"3;65625";0,0kWh;"1;7119140625";"52;7578125";"16;5";0,0kWh;"10;9296875";"9;646484375";"13;25";
2025-04-12 08:00:00 CEST;"96;59375";"99;875";"43;1875";"4;4296875";0,0kWh;"10;6025390625";"54;4609375";"43;8125";0,0kWh;"10;08203125";"9;28515625";"11;90625";
2025-04-12 09:00:00 CEST;"101;375";"100;75";"31;75";"3;4453125";0,0kWh;"8;59375";"45;9765625";"35;5625";0,0kWh;"10;6796875";"9;0927734375";"13;09375";
2025-04-12 10:00:00 CEST;"97;4375";"97;875";"29;8125";"3;8828125";0,0kWh;"8;482421875";"2;453125";"43;5";0,0kWh;"9;97265625";"9;0576171875";"9;5";
2025-04-12 11:00:00 CEST;"77;75";"95;25";"19;375";"3;2734375";0,0kWh;"8;64453125";"54;84375";"42;21875";0,0kWh;"9;9921875";"9;123046875";"12;4375";
2025-04-12 12:00:00 CEST;"45;9375";"93;5";0,0kWh;"3;5546875";0,0kWh;"8;4521484375";"25;578125";"31;625";0,0kWh;"9;1171875";"8;89453125";"9;65625";
2025-04-12 13:00:00 CEST;"47;625";"92;875";0,0kWh;"1;484375";0,0kWh;"8;3876953125";"4;6484375";"26;21875";0,0kWh;"9;609375";"8;8984375";"11;09375";
2025-04-12 14:00:00 CEST;"47;625";"92;125";"35;625";"1;3046875";0,0kWh;"8;392578125";0,0kWh;"42;0625";0,0kWh;"9;703125";"8;9208984375";0,0kWh;
2025-04-12 15:00:00 CEST;"48;1875";"91;5";"39;1875";"1;3046875";0,0kWh;"8;509765625";0,0kWh;"42;125";0,0kWh;"9;484375";"8;9560546875";0,0kWh;
2025-04-12 16:00:00 CEST;"48;21875";"70;625";"34;25";"1;3125";0,0kWh;"8;6328125";0,0kWh;"42;125";0,0kWh;"9;2578125";"8;8291015625";0,0kWh;
2025-04-12 17:00:00 CEST;"48;5";"38;25";"35;75";"1;328125";0,0kWh;"8;64453125";0,0kWh;"41;6875";0,0kWh;"10;09765625";"8;66796875";0,0kWh;
2025-04-12 18:00:00 CEST;"49;375";"66;625";"31;3125";"1;3359375";0,0kWh;"8;7099609375";0,0kWh;"41;375";0,0kWh;"10;03125";"9;1455078125";0,0kWh;
2025-04-12 19:00:00 CEST;"49;96875";"94;25";"35;5625";"1;3125";0,0kWh;"8;7509765625";0,0kWh;"41;84375";0,0kWh;"9;75390625";"8;8056640625";0,0kWh;
2025-04-12 20:00:00 CEST;"46;8125";"78;875";"25;1875";"1;359375";0,0kWh;"3;650390625";0,0kWh;"36;84375";0,0kWh;"9;75";"8;908203125";0,0kWh;
2025-04-12 21:00:00 CEST;"9;1875";"8;375";0,0kWh;"1;4140625";0,0kWh;0,0kWh;0,0kWh;0,0kWh;0,0kWh;"0;45703125";"9;4658203125";0,0kWh;
2025-04-12 22:00:00 CEST;"5;90625";"4;5";0,0kWh;"1;359375";0,0kWh;0,0kWh;0,0kWh;0,0kWh;0,0kWh;"0;46875";"9;158203125";0,0kWh;
2025-04-12 23:00:00 CEST;"4;96875";"3;875";0,0kWh;"1;1796875";0,0kWh;0,0kWh;0,0kWh;0,0kWh;0,0kWh;"0;40625";"7;71484375";0,0kWh;
2025-04-13 00:00:00 CEST;5,0kWh;"4;75";0,0kWh;"1;3828125";0,0kWh;0,0kWh;0,0kWh;0,0kWh;0,0kWh;"0;47265625";"9;294921875";0,0kWh;
2025-04-13 01:00:00 CEST;"4;84375";"4;625";0,0kWh;"1;40625";0,0kWh;0,0kWh;0,0kWh;0,0kWh;0,0kWh;"0;46875";"8;869140625";0,0kWh;
2025-04-13 02:00:00 CEST;"4;875";"4;75";0,0kWh;"1;4140625";0,0kWh;0,0kWh;0,0kWh;0,0kWh;0,0kWh;"0;46484375";"9;3916015625";0,0kWh;
2025-04-13 03:00:00 CEST;"4;46875";"4;75";0,0kWh;"1;40625";0,0kWh;0,0kWh;0,0kWh;0,0kWh;0,0kWh;"0;47265625";"9;390625";0,0kWh;
2025-04-13 04:00:00 CEST;"4;4375";"4;75";0,0kWh;"1;3984375";0,0kWh;0,0kWh;0,0kWh;0,0kWh;0,0kWh;"0;46875";"8;974609375";0,0kWh;
2025-04-13 05:00:00 CEST;"4;3125";"4;625";0,0kWh;"1;40625";0,0kWh;0,0kWh;0,0kWh;0,0kWh;0,0kWh;"0;46875";"9;482421875";0,0kWh;
2025-04-13 06:00:00 CEST;"4;46875";"5;125";0,0kWh;"1;40625";0,0kWh;0,0kWh;0,0kWh;0,0kWh;0,0kWh;"0;46484375";"9;0986328125";0,0kWh;
2025-04-13 07:00:00 CEST;"3;90625";"4;375";0,0kWh;"1;3671875";0,0kWh;"10;7119140625";0,0kWh;0,0kWh;0,0kWh;"0;47265625";"9;3974609375";0,0kWh;
2025-04-13 08:00:00 CEST;"4;25";"4;5";0,0kWh;"1;3359375";0,0kWh;"8;8828125";0,0kWh;0,0kWh;0,0kWh;"0;47265625";"9;013671875";0,0kWh;
2025-04-13 09:00:00 CEST;"1;53125";"4;5";0,0kWh;"1;3203125";0,0kWh;"8;759765625";0,0kWh;0,0kWh;0,0kWh;"0;47265625";"9;5302734375";0,0kWh;
2025-04-13 10:00:00 CEST;"5;21875";"4;25";0,0kWh;"1;34375";0,0kWh;"8;6767578125";0,0kWh;0,0kWh;0,0kWh;"0;4765625";"9;0908203125";0,0kWh;
2025-04-13 11:00:00 CEST;"4;71875";"4;375";0,0kWh;"1;34375";0,0kWh;"4;2724609375";0,0kWh;0,0kWh;0,0kWh;"0;46875";"8;7861328125";0,0kWh;
2025-04-13 12:00:00 CEST;4,0kWh;"4;375";0,0kWh;"1;3515625";0,0kWh;0,0kWh;0,0kWh;0,0kWh;0,0kWh;"0;46484375";"9;26171875";0,0kWh;
2025-04-13 13:00:00 CEST;"3;1875";"4;375";0,0kWh;"1;3671875";0,0kWh;0,0kWh;0,0kWh;0,0kWh;0,0kWh;"0;4609375";"9;091796875";0,0kWh;
2025-04-13 14:00:00 CEST;"4;125";"4;25";0,0kWh;"1;3671875";0,0kWh;0,0kWh;0,0kWh;0,0kWh;0,0kWh;"0;4609375";"8;8408203125";0,0kWh;
2025-04-13 15:00:00 CEST;"2;8125";"4;25";0,0kWh;"1;3671875";0,0kWh;0,0kWh;0,0kWh;0,0kWh;0,0kWh;"0;4609375";"9;1943359375";0,0kWh;
2025-04-13 16:00:00 CEST;"3;96875";"4;375";0,0kWh;"1;375";0,0kWh;0,0kWh;0,0kWh;0,0kWh;0,0kWh;"0;4609375";"8;94921875";0,0kWh;
2025-04-13 17:00:00 CEST;"3;6875";"4;375";0,0kWh;"1;375";0,0kWh;0,0kWh;0,0kWh;0,0kWh;0,0kWh;"0;4609375";"9;2431640625";0,0kWh;
2025-04-13 18:00:00 CEST;"3;5625";"4;375";0,0kWh;"1;3828125";0,0kWh;0,0kWh;0,0kWh;0,0kWh;0,0kWh;"0;46484375";"8;9248046875";0,0kWh;
2025-04-13 19:00:00 CEST;"4;5625";"4;25";0,0kWh;"1;375";0,0kWh;0,0kWh;0,0kWh;0,0kWh;0,0kWh;"0;46484375";"8;8779296875";0,0kWh;
2025-04-13 20:00:00 CEST;"4;15625";"4;375";0,0kWh;"1;3671875";0,0kWh;0,0kWh;0,0kWh;0,0kWh;0,0kWh;"0;46875";"9;2841796875";0,0kWh;
2025-04-13 21:00:00 CEST;"3;375";"4;625";0,0kWh;"1;3984375";0,0kWh;0,0kWh;0,0kWh;0,0kWh;0,0kWh;"0;46484375";"8;9296875";0,0kWh;
2025-04-13 22:00:00 CEST;"4;28125";"4;375";0,0kWh;"1;40625";0,0kWh;0,0kWh;0,0kWh;0,0kWh;0,0kWh;"0;46484375";"9;1640625";0,0kWh;
2025-04-13 23:00:00 CEST;"3;28125";"4;25";0,0kWh;"1;3125";0,0kWh;0,0kWh;0,0kWh;0,0kWh;0,0kWh;"0;43359375";"8;5283203125";0,0kWh;
2025-04-14 00:00:00 CEST;"2;65625";"4;625";0,0kWh;"1;4140625";0,0kWh;0,0kWh;0,0kWh;0,0kWh;0,0kWh;"0;46484375";"9;1337890625";0,0kWh;
2025-04-14 01:00:00 CEST;"5;4375";"4;375";0,0kWh;"1;4140625";0,0kWh;0,0kWh;0,0kWh;0,0kWh;0,0kWh;"0;46875";"9;060546875";0,0kWh;
2025-04-14 02:00:00 CEST;"4;3125";"4;625";0,0kWh;"1;4140625";0,0kWh;0,0kWh;0,0kWh;0,0kWh;0,0kWh;"0;46484375";"9;494140625";0,0kWh;
2025-04-14 03:00:00 CEST;"3;65625";"4;5";0,0kWh;"1;4140625";0,0kWh;0,0kWh;0,0kWh;0,0kWh;0,0kWh;"0;46484375";"8;9970703125";0,0kWh;
2025-04-14 04:00:00 CEST;"4;0625";"4;375";0,0kWh;"1;4140625";0,0kWh;0,0kWh;0,0kWh;0,0kWh;0,0kWh;"9;23828125";"9;4091796875";0,0kWh;
2025-04-14 05:00:00 CEST;"9;65625";"5;5";0,0kWh;"1;421875";0,0kWh;0,0kWh;0,0kWh;0,0kWh;0,0kWh;"3;890625";"9;3310546875";0,0kWh;
2025-04-14 06:00:00 CEST;"37;21875";"29;625";0,0kWh;"1;3359375";0,0kWh;0,0kWh;"1;9921875";"16;0625";0,0kWh;"4;24609375";"10;818359375";"0;21875";
2025-04-14 07:00:00 CEST;"105;34375";"68;875";"46;625";"23;8359375";0,0kWh;0,0kWh;"5;46875";"41;34375";0,0kWh;"11;12109375";"12;125";"11;90625";
2025-04-14 08:00:00 CEST;"103;59375";"59;25";"31;5";"15;546875";0,0kWh;"0;0009765625";"10;6953125";"41;40625";0,0kWh;"10;41796875";"10;5654296875";"12;5";
2025-04-14 09:00:00 CEST;"103;5";86,0kWh;"30;0625";"19;5234375";0,0kWh;0,0kWh;"53;2890625";"40;15625";0,0kWh;"9;67578125";"12;3271484375";"12;4375";
2025-04-14 10:00:00 CEST;"103;71875";"94;25";"28;875";"9;2421875";0,0kWh;"6;408203125";"33;7265625";"41;4375";0,0kWh;"9;671875";"12;5849609375";"9;46875";
